Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210608,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,226702,,z,All vaccinations
20210608,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,100026,,z,All vaccinations
20210609,S92000003,1 - All Care Home Residents,,:,Dose 1,35775,,z,All vaccinations
20210609,S92000003,1 - All Care Home Residents,,:,Dose 2,32461,,z,All vaccinations
20210609,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27557,97.4055353292567,,All vaccinations
20210609,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26459,93.5244424021774,,All vaccinations
20210609,S92000003,1 - Care Home Staff,50000,,Dose 1,53909,107.818,,All vaccinations
20210609,S92000003,1 - Care Home Staff,50000,,Dose 2,50122,100.244,,All vaccinations
20210609,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372178,,z,All vaccinations
20210609,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,346511,,z,All vaccinations
20210609,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97542,92.8865272540281,,All vaccinations
20210609,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91271,86.9148287814726,,All vaccinations
20210609,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101156,85.7508583054296,,All vaccinations
20210609,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,89722,76.0581528419446,,All vaccinations
20210609,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172586,95.2041041482789,,All vaccinations
20210609,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,165355,91.2152471315093,,All vaccinations
20210609,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,676804,88.7899424469304,,All vaccinations
20210609,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,595401,78.1106797874197,,All vaccinations
20210609,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,227082,,z,All vaccinations
20210609,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,103674,,z,All vaccinations
20210610,S92000003,1 - All Care Home Residents,,:,Dose 1,35796,,z,All vaccinations
20210610,S92000003,1 - All Care Home Residents,,:,Dose 2,32504,,z,All vaccinations
20210610,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27557,97.4055353292567,,All vaccinations
20210610,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26486,93.619879113499,,All vaccinations
20210610,S92000003,1 - Care Home Staff,50000,,Dose 1,53922,107.844,,All vaccinations
20210610,S92000003,1 - Care Home Staff,50000,,Dose 2,50170,100.34,,All vaccinations
20210610,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372290,,z,All vaccinations
20210610,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,347034,,z,All vaccinations
20210610,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97612,92.9531863025178,,All vaccinations
20210610,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91397,87.034815068754,,All vaccinations
20210610,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101266,85.8441063027169,,All vaccinations
20210610,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,89975,76.2726232357055,,All vaccinations
20210610,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172600,95.2118270079435,,All vaccinations
20210610,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,165551,91.3233671668138,,All vaccinations
20210610,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,677116,88.8308737387718,,All vaccinations
20210610,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,599808,78.6888342846798,,All vaccinations
20210610,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,227382,,z,All vaccinations
20210610,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,107966,,z,All vaccinations
20210611,S92000003,1 - All Care Home Residents,,:,Dose 1,35801,,z,All vaccinations
20210611,S92000003,1 - All Care Home Residents,,:,Dose 2,32511,,z,All vaccinations
20210611,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27558,97.4090700222686,,All vaccinations
20210611,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26493,93.6446219645824,,All vaccinations
20210611,S92000003,1 - Care Home Staff,50000,,Dose 1,53936,107.872,,All vaccinations
20210611,S92000003,1 - Care Home Staff,50000,,Dose 2,50236,100.472,,All vaccinations
20210611,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372432,,z,All vaccinations
20210611,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,347693,,z,All vaccinations
20210611,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97676,93.0141317182798,,All vaccinations
20210611,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91503,87.1357559136099,,All vaccinations
20210611,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101378,85.9390497181367,,All vaccinations
20210611,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,90216,76.4769211206714,,All vaccinations
20210611,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172617,95.2212047661077,,All vaccinations
20210611,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,165697,91.403905560459,,All vaccinations
20210611,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,677410,88.86944360993,,All vaccinations
20210611,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,603857,79.2200227483526,,All vaccinations
20210611,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,227721,,z,All vaccinations
20210611,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,112598,,z,All vaccinations
20210612,S92000003,1 - All Care Home Residents,,:,Dose 1,35801,,z,All vaccinations
20210612,S92000003,1 - All Care Home Residents,,:,Dose 2,32513,,z,All vaccinations
20210612,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27558,97.4090700222686,,All vaccinations
20210612,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26495,93.6516913506062,,All vaccinations
20210612,S92000003,1 - Care Home Staff,50000,,Dose 1,53942,107.884,,All vaccinations
20210612,S92000003,1 - Care Home Staff,50000,,Dose 2,50288,100.576,,All vaccinations
20210612,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372505,,z,All vaccinations
20210612,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,348132,,z,All vaccinations
20210612,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97756,93.0903134879823,,All vaccinations
20210612,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91574,87.2033672342208,,All vaccinations
20210612,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101483,86.0280591700928,,All vaccinations
20210612,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,90400,76.6328995888611,,All vaccinations
20210612,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172641,95.2344439541042,,All vaccinations
20210612,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,165876,91.5026478375993,,All vaccinations
20210612,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,677727,88.9110308519612,,All vaccinations
20210612,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,607180,79.6559672444713,,All vaccinations
20210612,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,228033,,z,All vaccinations
20210612,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,117050,,z,All vaccinations
20210613,S92000003,1 - All Care Home Residents,,:,Dose 1,35803,,z,All vaccinations
20210613,S92000003,1 - All Care Home Residents,,:,Dose 2,32514,,z,All vaccinations
20210613,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27559,97.4126047152805,,All vaccinations
20210613,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26498,93.6622954296419,,All vaccinations
20210613,S92000003,1 - Care Home Staff,50000,,Dose 1,53947,107.894,,All vaccinations
20210613,S92000003,1 - Care Home Staff,50000,,Dose 2,50337,100.674,,All vaccinations
20210613,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372574,,z,All vaccinations
20210613,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,348548,,z,All vaccinations
20210613,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97828,93.1588770807146,,All vaccinations
20210613,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91662,87.2871671808936,,All vaccinations
20210613,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101602,86.1289365489764,,All vaccinations
20210613,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,90545,76.7558174034671,,All vaccinations
20210613,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172653,95.2410635481024,,All vaccinations
20210613,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,165960,91.5489849955869,,All vaccinations
20210613,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,678010,88.948157632702,,All vaccinations
20210613,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,610504,80.092042930628,,All vaccinations
20210613,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,228400,,z,All vaccinations
20210613,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,120867,,z,All vaccinations
20210614,S92000003,1 - All Care Home Residents,,:,Dose 1,35809,,z,All vaccinations
20210614,S92000003,1 - All Care Home Residents,,:,Dose 2,32530,,z,All vaccinations
20210614,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27562,97.4232087943162,,All vaccinations
20210614,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26510,93.7047117457849,,All vaccinations
20210614,S92000003,1 - Care Home Staff,50000,,Dose 1,53952,107.904,,All vaccinations
20210614,S92000003,1 - Care Home Staff,50000,,Dose 2,50380,100.76,,All vaccinations
20210614,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372651,,z,All vaccinations
20210614,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,349117,,z,All vaccinations
20210614,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97875,93.2036338704148,,All vaccinations
20210614,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91762,87.3823943930217,,All vaccinations
20210614,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101672,86.1882761836138,,All vaccinations
20210614,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,90740,76.9211206713856,,All vaccinations
20210614,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172665,95.2476831421006,,All vaccinations
20210614,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,166082,91.6162842012357,,All vaccinations
20210614,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,678192,88.9720342196095,,All vaccinations
20210614,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,613088,80.4310379886993,,All vaccinations
20210614,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,228813,,z,All vaccinations
20210614,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,125648,,z,All vaccinations
20210615,S92000003,1 - All Care Home Residents,,:,Dose 1,35816,,z,All vaccinations
20210615,S92000003,1 - All Care Home Residents,,:,Dose 2,32544,,z,All vaccinations
20210615,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 1,27565,97.433812873352,,All vaccinations
20210615,S92000003,1 - Care Home Residents - Older Adults,28291,,Dose 2,26519,93.7365239828921,,All vaccinations
20210615,S92000003,1 - Care Home Staff,50000,,Dose 1,53962,107.924,,All vaccinations
20210615,S92000003,1 - Care Home Staff,50000,,Dose 2,50436,100.872,,All vaccinations
20210615,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372781,,z,All vaccinations
20210615,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,349817,,z,All vaccinations
20210615,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97933,93.2588656534491,,All vaccinations
20210615,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91881,87.4957147754542,,All vaccinations
20210615,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101777,86.2772856355699,,All vaccinations
20210615,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,90956,77.1042258296953,,All vaccinations
20210615,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 1,172690,95.2614739629303,,All vaccinations
20210615,S92000003,4 - Clinically Extremely Vulnerable,181280,,Dose 2,166196,91.6791703442189,,All vaccinations
20210615,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 1,678434,89.0037822087942,,All vaccinations
20210615,S92000003,6 - 16 to 64 year olds with underlying health conditions,762253,,Dose 2,615285,80.7192625020826,,All vaccinations
20210615,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,229044,,z,All vaccinations
20210615,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,131657,,z,All vaccinations
20210616,S92000003,1 - All Care Home Residents,,:,Dose 1,35819,,z,All vaccinations
20210616,S92000003,1 - All Care Home Residents,,:,Dose 2,32548,,z,All vaccinations
20210616,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27398,97.4358974358974,,All vaccinations
20210616,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26361,93.7479995732423,,All vaccinations
20210616,S92000003,1 - Care Home Staff,50000,,Dose 1,53975,107.95,,All vaccinations
20210616,S92000003,1 - Care Home Staff,50000,,Dose 2,50479,100.958,,All vaccinations
20210616,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372860,,z,All vaccinations
20210616,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,350457,,z,All vaccinations
20210616,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,97987,93.3102883479983,,All vaccinations
20210616,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,91988,87.5976078924313,,All vaccinations
20210616,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,101901,86.3824015597847,,All vaccinations
20210616,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,91172,77.2873309880049,,All vaccinations
20210616,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172422,95.2713006962095,,All vaccinations
20210616,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166140,91.8001989170074,,All vaccinations
20210616,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,678580,89.0415093151239,,All vaccinations
20210616,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,617578,81.0369849388658,,All vaccinations
20210616,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,229996,,z,All vaccinations
20210616,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,137597,,z,All vaccinations
20210617,S92000003,1 - All Care Home Residents,,:,Dose 1,35837,,z,All vaccinations
20210617,S92000003,1 - All Care Home Residents,,:,Dose 2,32582,,z,All vaccinations
20210617,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27402,97.4501226928411,,All vaccinations
20210617,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26381,93.8191258579608,,All vaccinations
20210617,S92000003,1 - Care Home Staff,50000,,Dose 1,53991,107.982,,All vaccinations
20210617,S92000003,1 - Care Home Staff,50000,,Dose 2,50549,101.098,,All vaccinations
20210617,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,372994,,z,All vaccinations
20210617,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,351066,,z,All vaccinations
20210617,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98049,93.3693292195178,,All vaccinations
20210617,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92103,87.7071191863787,,All vaccinations
20210617,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102019,86.482431229602,,All vaccinations
20210617,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,91410,77.489085745772,,All vaccinations
20210617,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172445,95.2840092827937,,All vaccinations
20210617,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166306,91.8919217593104,,All vaccinations
20210617,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,678851,89.0770692329293,,All vaccinations
20210617,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,619833,81.3328801958814,,All vaccinations
20210617,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,230486,,z,All vaccinations
20210617,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,143027,,z,All vaccinations
20210618,S92000003,1 - All Care Home Residents,,:,Dose 1,35850,,z,All vaccinations
20210618,S92000003,1 - All Care Home Residents,,:,Dose 2,32599,,z,All vaccinations
20210618,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27403,97.4536790070771,,All vaccinations
20210618,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26394,93.8653579430278,,All vaccinations
20210618,S92000003,1 - Care Home Staff,50000,,Dose 1,54003,108.006,,All vaccinations
20210618,S92000003,1 - Care Home Staff,50000,,Dose 2,50621,101.242,,All vaccinations
20210618,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373095,,z,All vaccinations
20210618,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,351767,,z,All vaccinations
20210618,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98116,93.4331314516436,,All vaccinations
20210618,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92242,87.8394850112368,,All vaccinations
20210618,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102154,86.5968719535455,,All vaccinations
20210618,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,91669,77.7086423939304,,All vaccinations
20210618,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172475,95.3005857000774,,All vaccinations
20210618,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166486,91.9913802630125,,All vaccinations
20210618,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,679144,89.11551593373,,All vaccinations
20210618,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,622044,81.6230018869063,,All vaccinations
20210618,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,230935,,z,All vaccinations
20210618,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,148208,,z,All vaccinations
20210619,S92000003,1 - All Care Home Residents,,:,Dose 1,35850,,z,All vaccinations
20210619,S92000003,1 - All Care Home Residents,,:,Dose 2,32602,,z,All vaccinations
20210619,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27403,97.4536790070771,,All vaccinations
20210619,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26395,93.8689142572638,,All vaccinations
20210619,S92000003,1 - Care Home Staff,50000,,Dose 1,54007,108.014,,All vaccinations
20210619,S92000003,1 - Care Home Staff,50000,,Dose 2,50687,101.374,,All vaccinations
20210619,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373144,,z,All vaccinations
20210619,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,352238,,z,All vaccinations
20210619,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98178,93.4921723231631,,All vaccinations
20210619,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92325,87.9185235973032,,All vaccinations
20210619,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102255,86.6824905692366,,All vaccinations
20210619,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,91885,77.8917475522401,,All vaccinations
20210619,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172489,95.3083213614764,,All vaccinations
20210619,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166580,92.0433197038347,,All vaccinations
20210619,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,679402,89.14937002522,,All vaccinations
20210619,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,623521,81.8168099998163,,All vaccinations
20210619,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,231441,,z,All vaccinations
20210619,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,152579,,z,All vaccinations
20210620,S92000003,1 - All Care Home Residents,,:,Dose 1,35850,,z,All vaccinations
20210620,S92000003,1 - All Care Home Residents,,:,Dose 2,32603,,z,All vaccinations
20210620,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27403,97.4536790070771,,All vaccinations
20210620,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26398,93.8795831999715,,All vaccinations
20210620,S92000003,1 - Care Home Staff,50000,,Dose 1,54012,108.024,,All vaccinations
20210620,S92000003,1 - Care Home Staff,50000,,Dose 2,50716,101.432,,All vaccinations
20210620,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373185,,z,All vaccinations
20210620,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,352548,,z,All vaccinations
20210620,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98226,93.5378813849846,,All vaccinations
20210620,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92384,87.9747076524588,,All vaccinations
20210620,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102337,86.752002712669,,All vaccinations
20210620,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92020,78.0061882761836,,All vaccinations
20210620,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172498,95.3132942866615,,All vaccinations
20210620,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166637,92.0748148966737,,All vaccinations
20210620,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,679621,89.1781066377638,,All vaccinations
20210620,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,624567,81.9540634095007,,All vaccinations
20210620,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,232109,,z,All vaccinations
20210620,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,158119,,z,All vaccinations
20210621,S92000003,1 - All Care Home Residents,,:,Dose 1,35851,,z,All vaccinations
20210621,S92000003,1 - All Care Home Residents,,:,Dose 2,32611,,z,All vaccinations
20210621,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27404,97.457235321313,,All vaccinations
20210621,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26405,93.904477399623,,All vaccinations
20210621,S92000003,1 - Care Home Staff,50000,,Dose 1,54022,108.044,,All vaccinations
20210621,S92000003,1 - Care Home Staff,50000,,Dose 2,50765,101.53,,All vaccinations
20210621,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373247,,z,All vaccinations
20210621,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,353145,,z,All vaccinations
20210621,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98261,93.5712109092294,,All vaccinations
20210621,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92460,88.0470803336761,,All vaccinations
20210621,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102410,86.8138854745051,,All vaccinations
20210621,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92170,78.1333446361209,,All vaccinations
20210621,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172507,95.3182672118466,,All vaccinations
20210621,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166765,92.1455409437507,,All vaccinations
20210621,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,679801,89.2017257713615,,All vaccinations
20210621,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,626185,82.1663731770621,,All vaccinations
20210621,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,233109,,z,All vaccinations
20210621,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,163512,,z,All vaccinations
20210622,S92000003,1 - All Care Home Residents,,:,Dose 1,35857,,z,All vaccinations
20210622,S92000003,1 - All Care Home Residents,,:,Dose 2,32628,,z,All vaccinations
20210622,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 1,27406,97.4643479497849,,All vaccinations
20210622,S92000003,1 - Care Home Residents - Older Adults,28119,,Dose 2,26417,93.9471531704541,,All vaccinations
20210622,S92000003,1 - Care Home Staff,50000,,Dose 1,54028,108.056,,All vaccinations
20210622,S92000003,1 - Care Home Staff,50000,,Dose 2,50834,101.668,,All vaccinations
20210622,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373323,,z,All vaccinations
20210622,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,353591,,z,All vaccinations
20210622,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98293,93.6016836171104,,All vaccinations
20210622,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92532,88.1156439264084,,All vaccinations
20210622,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102488,86.8800067816725,,All vaccinations
20210622,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92337,78.2749120501844,,All vaccinations
20210622,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 1,172524,95.327660514974,,All vaccinations
20210622,S92000003,4 - Clinically Extremely Vulnerable,180980,,Dose 2,166865,92.2007956680296,,All vaccinations
20210622,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 1,679988,89.2262634268214,,All vaccinations
20210622,S92000003,6 - 16 to 64 year olds with underlying health conditions,762094,,Dose 2,627859,82.3860311195207,,All vaccinations
20210622,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,233312,,z,All vaccinations
20210622,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,168260,,z,All vaccinations
20210623,S92000003,1 - All Care Home Residents,,:,Dose 1,35862,,z,All vaccinations
20210623,S92000003,1 - All Care Home Residents,,:,Dose 2,32637,,z,All vaccinations
20210623,S92000003,1 - Care Home Residents - Older Adults,27941,,Dose 1,27233,97.4660892595111,,All vaccinations
20210623,S92000003,1 - Care Home Residents - Older Adults,27941,,Dose 2,26259,93.9801725063527,,All vaccinations
20210623,S92000003,1 - Care Home Staff,50000,,Dose 1,54033,108.066,,All vaccinations
20210623,S92000003,1 - Care Home Staff,50000,,Dose 2,50879,101.758,,All vaccinations
20210623,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373384,,z,All vaccinations
20210623,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,354015,,z,All vaccinations
20210623,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98313,93.6207290595361,,All vaccinations
20210623,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92609,88.1889688797471,,All vaccinations
20210623,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102577,86.9554528885686,,All vaccinations
20210623,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92489,78.4037638282541,,All vaccinations
